train_acc, train_loss,val_acc,val_loss
0.009,4.605267980363634,0.0088,4.605291767120361
0.09791110858321189,4.3536835776435,0.1348,4.269003648757934
0.1535999958299928,4.21666929880778,0.1674,4.192556734085083
0.18373332850635052,4.140748171276516,0.1948,4.1207571220397945
0.2079999944816033,4.082522267765469,0.2166,4.083980226516724
0.23302221650878588,4.036942959891425,0.2514,4.042221927642823
0.2500888822476069,3.999958847893609,0.2676,4.015616340637207
0.26284443711241084,3.9746713569429186,0.278,4.006022424697876
0.28399999249312613,3.9493345318900213,0.2896,3.994077501296997
0.2921333255039321,3.9282608715693157,0.2934,3.9745384883880615
0.30559999270571603,3.912632951206631,0.2896,3.983651213645935
0.30875554834802943,3.898947067260742,0.3062,3.9604797315597535
0.3171111034353574,3.8875241655773585,0.3162,3.9549352645874025
0.32924443635675643,3.8752265199025473,0.3256,3.943592166900635
0.34186665789948567,3.861923211945428,0.3082,3.961932964324951
0.34951110207372243,3.853555532031589,0.3256,3.948610935211182
0.3518666574524509,3.8449429835213556,0.3328,3.940386691093445
0.365199990272522,3.833144253094991,0.333,3.944077157974243
0.3751111003094249,3.827960084279378,0.332,3.9489829683303834
0.38368887848324246,3.817932333416409,0.3402,3.9402280712127684
0.38559998982482485,3.810773115158081,0.344,3.9330134630203246
0.39413332220580843,3.80633454852634,0.3348,3.943995509147644
0.39475554436445237,3.8044978523254396,0.3462,3.928415970802307
0.4069333224826389,3.7969108094109427,0.352,3.9356525564193725
0.41408887810177275,3.791645375887553,0.3412,3.9489039325714113
0.42604443192481994,3.784723014301724,0.3424,3.9370855712890624
0.41791109883122973,3.7822368913226656,0.3498,3.934733018875122
0.4284444327818023,3.7803130663765803,0.3472,3.933240132331848
0.43346665339337453,3.773194663259718,0.3402,3.947110290527344
0.43999998771482046,3.7680308050579496,0.3528,3.9364651441574097
0.45244443108638127,3.7660908296373155,0.358,3.938927788734436
