train_acc, train_loss,val_acc,val_loss
0.009977777777777778,4.605288836161296,0.0102,4.605288867950439
0.07088888683252864,4.329487178590562,0.0952,4.228628177642822
0.10235555292003684,4.19497640185886,0.1236,4.171256685256958
0.1247111078682873,4.137976090113322,0.1484,4.11401291847229
0.14404444057908322,4.094742282231649,0.1616,4.085872192382812
0.1660444402280781,4.063890523380703,0.1924,4.06616979598999
0.18537777235938444,4.032597352133857,0.2072,4.034208478927613
0.20124443863828978,4.006470527648926,0.2176,4.015305123329163
0.21284443847835063,3.9850302373038398,0.2374,3.9979104137420656
0.22466666070951355,3.9669247648451065,0.2504,3.980241322517395
0.24231110488375027,3.9470935747358533,0.2518,3.9865920400619506
0.25373332714041075,3.935466372701857,0.2722,3.977490906715393
0.2673777704934279,3.920328679614597,0.2922,3.958095283508301
0.28093332601918114,3.9088424878650243,0.2972,3.951107883453369
0.28173332588540184,3.903883006307814,0.3,3.95165638923645
0.29119999276267156,3.891170784102546,0.292,3.944326820373535
0.2959999921090073,3.8813877312342324,0.3136,3.942693929672241
0.30684443685743545,3.873544371922811,0.3048,3.9402475547790528
0.31106665910945996,3.8688510677549575,0.3112,3.935454821586609
0.31568888031774095,3.8633998595343697,0.308,3.940118441581726
0.32466665854056675,3.8553241205215456,0.3132,3.9324289417266844
0.3356444358494547,3.843491818639967,0.3174,3.9373454809188844
0.3397333245476087,3.841035399436951,0.322,3.933100280761719
0.3485333240363333,3.8339899418089125,0.3386,3.9292364072799684
0.35386665728357103,3.8248571157455444,0.3238,3.934369292259216
0.36195554551151066,3.823856643040975,0.3282,3.9302469158172606
0.36706665678156747,3.8185795572068955,0.3398,3.9305360317230225
0.3775555448068513,3.8119329012764824,0.3366,3.9311965465545655
0.3829777676198218,3.8071835041046143,0.3354,3.930048146247864
0.38742221199803883,3.803446067704095,0.337,3.9379656219482424
0.3895555449525515,3.7992961496777005,0.3406,3.9292997455596925
0.397333322332965,3.7985576518376667,0.3374,3.9360702657699584
0.40413332260317275,3.7911605887942845,0.3432,3.9328665065765382
0.4105333222283257,3.7897545433044435,0.347,3.9294195413589477
0.42346665458546745,3.784124722480774,0.3546,3.9255671310424805
0.4265777658753925,3.7793839920891656,0.3548,3.9357497549057006
0.434355543686284,3.7764987744225396,0.3632,3.926620783805847
0.43822221020857494,3.7773372570673627,0.3594,3.9281365346908568
0.4453333201342159,3.7708056534661187,0.3612,3.9346814441680906
0.44226665447155633,3.7701487048467,0.3558,3.9272066831588743
0.4604888756076495,3.76541036023034,0.3694,3.93500337600708
0.45942221019003127,3.7668491654925877,0.36,3.9314189052581785
0.4659110983875063,3.7614651346206665,0.3538,3.9387725830078124
0.4712444314029482,3.757900251282586,0.3674,3.935872645378113
0.4777333199315601,3.7567716492546928,0.3658,3.9396682024002074
0.4787999857134289,3.7551954793930054,0.3644,3.9397158288955687
0.49542220804426407,3.7491375822491118,0.367,3.9363096714019776
0.4931110973490609,3.7504774649937946,0.358,3.9462665033340456
0.5031110971503787,3.7475584104326036,0.359,3.941415958404541
0.5062222086058723,3.7450540330674915,0.367,3.940648579597473
0.5107110973199208,3.7436463128195867,0.3698,3.9438686656951902
